distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,transaction_amount,repeat_retailer,used_chip,used_pin_number,online_order,is_foreign_transaction,transactions_last_24h,Class
21.69,2.73,0.1,32.46,1,1,0,0,0,4,0
10.77,1.01,1.34,30.89,1,1,1,0,0,2,0
43.77,9.08,0.67,51.56,1,1,0,0,0,0,0
2.23,7.84,0.84,175.33,1,0,1,1,0,4,0
2.35,2.57,0.8,51.48,1,0,0,0,0,0,0
62.04,0.24,0.34,9.6,1,1,1,0,0,2,0
2.66,2.53,0.82,47.6,1,1,1,0,0,3,0
7.33,9.67,0.1,143.46,1,1,0,0,0,2,0
2.7,6.82,0.72,38.96,1,0,0,0,0,1,0
62.26,34.49,2.66,268.86,0,1,1,0,0,7,1
1.94,11.44,0.51,69.99,1,0,1,1,0,3,0
4.26,3.59,0.86,36.55,1,1,0,0,1,2,0
10.61,6.88,0.59,40.65,0,1,0,0,0,3,0
2.42,4.87,1.89,19.99,1,1,0,1,0,2,0
10.3,1.42,1.53,124.78,1,1,1,0,0,5,0
2.16,3.47,1.31,67.57,1,0,0,0,0,0,0
13.68,20.78,1.49,150.85,1,1,0,0,0,6,0
27.86,0.5,1.52,87.77,1,1,1,0,0,0,0
9.89,1.9,1.7,128.74,0,0,0,0,0,2,0
4.63,1.9,0.51,105.99,0,0,0,0,0,2,0
2.8,6.73,0.1,63.31,1,0,0,0,0,3,0
60.7,4.6,0.1,28.92,0,1,1,0,0,5,0
36.85,1.55,1.64,53.1,1,1,0,0,0,1,0
17.89,5.43,1.4,83.68,1,1,0,1,0,3,0
9.56,4.18,0.62,20.4,1,1,0,0,0,1,0
1.19,6.6,1.28,67.93,1,1,0,0,0,1,0
2.87,13.79,1.51,95.04,1,1,0,0,1,1,0
6.48,7.19,0.42,113.34,1,1,0,0,0,0,0
4.74,16.95,0.87,133.49,1,1,1,0,0,2,0
15.85,3.3,1.43,154.14,1,0,1,0,0,0,0
20.81,1.11,1.5,82.35,0,1,0,0,0,3,0
6.24,5.15,0.34,64.51,1,0,1,0,0,5,0
4.79,0.84,1.41,31.5,1,1,0,1,1,2,0
16.71,3.1,0.96,23.78,1,1,0,0,0,4,0
12.15,4.13,0.1,46.66,0,1,0,0,0,4,0
62.13,4.78,1.27,21.06,0,0,1,0,0,2,0
16.26,15.71,1.09,27.47,1,1,1,1,0,1,0
25.27,3.86,1.05,105.04,1,0,0,0,0,2,0
6.54,0.72,1.08,112.98,1,1,1,1,0,4,0
3.42,13.3,0.49,87.3,1,1,1,0,0,2,0
4.47,4.0,1.73,108.75,1,0,0,0,0,4,0
0.14,0.46,1.03,257.87,1,1,0,0,0,3,0
21.86,0.78,1.64,187.97,1,0,1,1,0,3,0
5.77,14.75,1.6,116.31,1,0,1,1,0,1,0
27.38,12.0,0.67,4.67,1,0,1,0,1,0,0
3.45,1.81,1.61,258.85,1,1,1,0,0,5,0
10.7,16.38,0.89,79.69,1,1,0,0,0,3,0
11.79,0.53,0.56,65.27,1,1,1,0,0,3,0
3.38,10.08,0.9,107.98,1,0,0,0,0,4,0
55.85,0.56,1.24,21.36,1,1,1,0,0,3,0
35.63,1.85,1.54,15.39,0,1,0,0,0,3,0
20.7,1.49,0.96,147.84,0,1,0,1,0,5,0
11.17,1.69,1.69,22.24,0,1,1,0,0,2,0
5.11,10.39,1.03,86.5,1,1,1,0,0,3,0
0.62,15.75,1.36,97.67,1,1,0,0,0,1,0
0.77,1.58,0.82,43.66,1,0,0,1,1,3,0
1.67,13.0,1.13,108.7,1,0,0,0,0,5,0
18.45,9.9,2.09,24.09,1,1,1,0,0,2,0
1.04,1.06,0.1,129.34,0,0,1,0,0,4,0
48.69,2.15,0.57,39.2,1,1,0,0,0,0,0
1.97,2.82,0.25,124.54,1,1,1,0,0,2,0
28.07,1.32,1.2,262.58,0,1,0,0,0,1,0
1.03,1.32,1.55,22.43,1,0,1,0,1,4,0
0.97,5.56,1.54,52.54,1,0,1,0,0,4,0
3.87,3.96,0.77,143.46,1,1,1,1,0,2,0
42.64,13.56,1.02,44.92,1,1,1,1,0,3,0
17.66,6.13,0.6,114.52,1,1,1,0,0,3,0
16.76,9.6,1.02,184.97,1,0,0,1,0,1,0
5.59,0.58,1.45,91.81,1,1,1,0,0,1,0
5.17,5.12,1.32,82.85,1,0,0,1,1,2,0
1.2,7.96,0.99,126.52,1,1,0,0,0,0,0
3.28,0.47,0.94,62.51,1,1,1,0,0,2,0
30.09,1.81,1.13,43.92,1,0,0,0,1,4,0
2.64,3.24,0.64,100.01,1,0,0,1,0,2,0
1.92,2.68,0.95,159.94,1,1,0,1,0,2,0
6.99,4.77,1.71,65.65,1,1,1,1,0,3,0
15.69,10.88,1.23,69.08,1,1,0,1,0,3,0
13.37,23.17,0.99,67.85,1,0,1,1,1,4,0
5.4,3.15,0.65,139.76,1,0,1,0,0,4,0
12.27,3.06,0.69,12.24,1,1,1,0,1,1,0
4.77,3.55,0.84,28.77,1,0,1,0,0,1,0
17.92,4.76,1.08,107.33,1,0,0,0,0,1,0
25.48,8.35,0.74,189.95,1,1,0,0,0,3,0
9.03,0.48,0.98,37.47,1,1,0,0,0,4,0
4.51,11.15,0.56,84.06,0,0,0,0,1,1,0
3.97,3.4,0.42,322.67,0,1,1,0,0,4,0
12.2,1.88,1.87,23.73,0,1,0,0,0,2,0
9.2,3.64,1.59,164.81,1,1,1,1,0,1,0
10.4,2.08,1.29,45.84,1,0,1,0,1,4,0
17.69,1.41,1.7,64.52,1,1,1,1,0,2,0
1.01,4.64,1.35,55.11,1,1,1,0,0,2,0
30.82,7.34,1.74,85.45,1,1,0,0,0,4,0
6.26,18.92,1.66,19.85,1,1,0,0,0,6,0
5.49,8.38,0.42,195.7,1,1,0,0,0,4,0
14.44,6.04,0.94,90.17,0,1,0,1,0,2,0
19.25,1.08,0.66,162.78,1,1,1,1,0,7,0
13.4,0.63,1.36,198.04,1,0,0,0,0,3,0
17.42,1.85,0.25,67.38,0,1,1,1,0,3,0
1.52,0.35,0.17,118.84,1,1,1,1,0,2,0
11.71,0.53,0.69,128.92,1,1,0,1,0,3,0
43.44,14.48,0.92,77.53,1,1,1,0,0,2,0
7.19,5.61,0.68,20.84,1,1,0,1,0,2,0
11.31,6.57,1.35,137.5,0,1,1,1,0,1,0
23.99,1.93,1.14,114.86,1,1,0,0,0,5,0
5.94,7.31,0.71,59.97,1,1,0,0,0,1,0
21.17,6.39,0.27,20.77,1,1,0,0,0,2,0
24.86,4.02,2.0,93.23,1,1,0,0,0,2,0
2.77,1.92,0.64,20.95,1,0,0,0,0,2,0
2.62,0.42,1.39,227.18,0,1,1,0,0,7,0
39.6,0.11,0.73,47.86,1,0,0,1,0,1,0
5.65,0.85,0.96,28.21,1,1,1,0,0,1,0
2.64,4.04,0.7,27.17,1,1,1,0,1,1,0
3.57,0.12,1.38,147.11,0,1,1,0,1,2,0
16.08,5.5,0.58,95.09,1,0,1,1,0,2,0
20.64,1.38,0.22,224.62,1,1,1,0,1,1,0
39.41,2.36,1.42,162.47,1,0,1,0,1,4,0
8.06,19.49,0.5,69.35,1,1,1,0,0,2,0
1.14,1.17,1.48,25.2,1,1,0,0,0,1,0
2.5,1.87,0.81,89.15,1,0,1,1,0,3,0
8.23,3.12,1.3,115.48,1,1,0,0,0,3,0
15.71,8.76,0.91,15.06,1,1,1,0,0,0,0
0.62,21.34,1.14,37.47,1,1,1,1,0,0,0
28.68,26.93,1.29,98.81,1,0,0,1,1,2,0
10.41,7.5,1.88,59.44,1,1,0,0,0,1,0
1.13,0.92,0.47,105.83,1,1,0,0,0,2,0
32.72,8.46,0.89,113.27,0,1,1,1,0,3,0
59.25,2.26,1.18,27.53,1,0,0,1,0,2,0
10.56,5.15,0.96,33.17,0,1,1,0,0,0,0
6.91,1.8,1.57,5.42,0,0,1,0,0,4,0
26.46,1.26,0.91,58.59,1,1,1,0,0,4,0
31.71,5.85,0.35,197.66,1,0,1,0,0,0,0
14.07,11.72,0.77,65.2,1,1,0,0,0,3,0
27.48,14.5,0.69,86.85,0,1,0,0,0,2,0
27.41,8.0,1.2,72.6,1,1,0,0,0,1,0
1.36,1.71,1.0,81.24,1,1,0,0,0,3,0
4.41,1.49,0.68,80.07,1,0,1,1,0,3,0
21.37,8.04,0.21,99.25,0,1,0,0,0,4,0
25.26,15.04,0.97,41.25,0,1,1,0,0,3,0
9.69,4.11,1.37,114.52,1,0,1,1,0,3,0
5.48,4.04,1.96,28.76,1,0,0,1,0,3,0
27.12,1.68,0.1,30.78,0,1,0,0,1,3,0
4.72,14.39,1.92,66.6,1,1,1,1,0,2,0
24.76,1.09,0.92,26.3,1,1,1,0,0,2,0
1.3,7.18,0.84,72.42,1,0,0,1,0,3,0
19.01,1.19,1.29,29.73,1,0,1,1,0,4,0
2.18,0.95,0.21,90.1,0,1,0,1,0,1,0
21.64,5.55,3.54,432.76,0,1,0,1,1,4,1
25.59,1.21,0.98,49.74,1,0,0,0,0,2,0
17.1,8.65,1.0,156.0,1,1,0,1,0,1,0
6.37,3.08,0.61,103.63,0,1,1,1,0,3,0
1.03,11.79,0.1,171.85,1,1,0,1,0,0,0
3.82,6.0,1.27,57.85,1,1,0,0,0,4,0
6.87,16.91,0.67,91.55,1,0,0,1,0,1,0
14.04,2.34,1.81,135.7,1,0,1,0,0,2,0
16.52,2.21,0.88,40.25,1,0,1,0,0,3,0
2.38,16.47,1.59,103.98,0,1,1,0,0,4,0
6.26,0.61,0.56,25.49,1,0,1,1,0,2,0
1.08,10.3,1.74,75.9,1,0,0,0,0,3,0
3.93,0.17,0.5,55.17,0,0,1,1,0,1,0
7.85,0.53,1.11,17.06,1,0,1,1,0,0,0
26.12,0.81,0.79,39.95,1,1,0,0,0,0,0
17.68,2.73,1.34,92.89,0,0,0,1,0,3,0
7.17,0.06,0.94,55.29,1,1,1,0,0,3,0
17.07,4.5,0.62,122.79,1,1,1,1,0,1,0
3.95,15.83,1.49,96.75,1,1,0,1,0,0,0
6.04,1.19,1.33,37.82,1,1,0,0,0,1,0
44.14,5.12,1.12,179.4,1,0,1,0,0,2,0
30.74,2.81,1.47,109.28,1,1,1,0,0,0,0
11.65,15.21,1.63,22.93,0,0,1,1,0,4,0
4.29,9.23,0.97,39.15,1,1,1,0,0,0,0
4.74,1.69,1.23,89.27,1,1,1,1,0,2,0
1.06,3.23,1.1,55.32,0,1,1,0,0,0,0
9.47,5.31,0.96,57.51,1,1,1,1,0,8,0
25.35,1.36,1.24,111.87,1,0,0,0,0,2,0
20.15,0.0,0.74,52.77,1,1,1,0,0,4,0
9.79,2.92,1.8,233.27,0,1,1,0,0,2,0
8.44,3.4,0.99,92.3,1,1,1,0,0,2,0
11.93,1.71,0.54,12.61,0,1,1,1,0,2,0
50.06,11.55,1.19,192.53,1,1,0,0,0,0,0
5.3,2.53,0.52,35.31,1,1,1,1,0,2,0
24.25,5.3,0.77,38.19,0,0,0,0,0,0,0
16.91,5.4,0.66,7.9,1,1,1,0,1,5,0
28.84,3.82,0.53,9.18,1,1,0,1,1,0,0
11.42,9.71,1.31,55.94,1,1,1,0,0,5,0
9.35,7.45,0.1,125.54,0,1,0,1,0,2,0
8.5,2.4,0.67,63.96,1,1,1,0,0,2,0
37.59,2.88,1.01,42.45,1,0,1,0,1,4,0
6.28,0.09,0.35,36.81,1,1,1,0,0,3,0
2.05,28.54,1.55,105.48,1,0,1,0,0,4,0
77.09,2.44,1.77,61.81,0,1,1,0,0,3,0
57.4,12.32,1.25,8.22,1,0,0,0,0,1,0
17.86,5.16,0.61,24.43,0,0,0,1,0,2,0
4.31,0.7,1.68,64.65,1,1,0,0,0,3,0
24.61,3.38,2.1,83.99,1,1,1,1,0,2,0
13.33,14.82,1.11,121.61,0,0,1,1,0,1,0
10.55,0.25,1.22,59.05,1,0,1,1,0,3,0
7.18,2.41,1.69,12.83,1,1,0,1,0,2,0
37.6,4.78,1.5,157.83,0,1,1,0,0,3,1
12.32,3.67,1.63,176.78,1,0,1,0,0,2,0
31.48,2.93,1.14,26.12,0,1,0,0,0,2,0
43.81,6.88,1.17,57.38,1,1,0,0,0,2,0
36.11,2.69,1.03,149.51,1,1,1,0,0,1,0
5.76,0.49,0.86,59.94,1,1,0,0,0,1,0
22.7,0.92,0.17,98.46,1,0,0,1,0,3,0
0.4,1.02,0.1,270.97,1,0,1,1,0,3,0
19.37,7.21,1.45,616.26,0,0,1,1,0,2,0
30.29,8.73,0.88,68.77,1,0,0,0,0,1,0
22.51,4.82,0.36,19.35,0,1,1,0,0,1,0
12.9,21.49,1.65,72.9,1,0,1,0,0,1,0
17.05,1.64,0.36,43.07,1,1,0,0,0,6,0
14.5,4.01,0.89,66.7,1,0,1,0,0,2,0
15.93,2.6,1.25,124.02,1,0,1,0,0,0,0
55.51,6.28,1.74,289.46,0,0,0,0,0,3,1
15.16,6.09,1.53,68.71,0,1,0,0,0,1,0
0.22,0.52,0.89,9.88,1,0,1,0,0,1,0
8.33,8.14,0.1,46.29,0,0,1,0,0,1,0
9.9,3.62,1.66,53.36,1,0,1,0,0,2,0
2.52,6.99,1.45,37.53,1,1,1,0,0,2,0
13.63,0.62,0.87,112.11,1,1,0,0,0,0,0
1.44,20.86,2.17,14.14,1,1,1,0,0,5,0
10.68,0.13,1.42,74.47,1,0,0,0,0,5,0
8.76,4.46,0.61,54.59,1,1,1,0,0,0,0
18.77,2.76,0.74,109.98,0,1,1,0,0,4,0
2.31,19.72,0.86,135.08,1,0,1,0,0,1,0
20.13,5.71,1.69,146.74,1,1,0,0,0,1,0
44.13,4.36,0.93,195.89,1,1,0,1,0,2,0
71.35,8.64,2.54,369.29,0,1,0,1,0,4,1
8.28,5.97,1.71,17.16,1,1,0,0,0,1,0
28.6,0.28,0.62,24.78,1,1,0,0,0,2,0
14.97,3.93,0.58,100.4,1,0,1,0,0,2,0
3.28,5.23,1.35,60.17,1,0,1,0,0,4,0
3.01,7.34,1.72,36.15,1,1,1,1,0,2,0
14.7,1.97,1.25,43.04,0,0,1,0,0,2,0
0.17,5.88,0.47,111.22,1,0,0,0,0,6,0
8.14,1.21,1.43,42.37,1,0,0,0,0,0,0
0.14,7.95,0.87,53.55,1,0,1,0,0,3,0
7.37,4.79,0.1,228.04,0,0,0,0,0,2,0
4.44,3.79,1.54,24.14,1,1,1,0,1,1,0
1.05,2.41,1.64,121.25,1,1,0,0,0,1,0
4.15,7.87,0.49,84.3,1,1,1,0,0,1,0
21.3,5.22,0.63,58.85,1,1,1,0,1,1,0
20.79,7.03,0.93,252.66,1,0,1,0,0,2,0
10.59,5.07,0.81,18.52,1,1,0,0,0,2,0
10.63,2.79,1.13,21.78,0,0,0,0,0,2,0
16.14,7.38,0.67,178.62,1,1,1,0,0,1,0
10.19,2.2,1.37,116.05,1,0,1,0,0,4,0
6.35,3.13,0.92,152.86,1,0,1,0,0,0,0
9.12,1.66,1.47,79.59,1,1,1,0,0,2,0
11.15,8.38,0.88,101.96,1,0,0,0,0,0,0
25.86,7.2,0.85,8.52,0,1,1,1,0,2,0
12.45,6.59,0.71,43.37,1,1,1,0,0,1,0
0.18,4.41,0.71,154.6,1,1,1,1,0,1,0
18.38,11.66,2.61,54.91,1,0,1,1,0,7,1
7.59,5.25,0.6,77.07,0,1,1,0,0,1,0
36.27,3.24,0.1,93.13,1,1,1,0,0,1,0
8.95,4.12,0.95,48.95,1,0,1,0,0,3,0
8.14,0.67,1.05,48.3,1,1,0,1,0,4,0
0.32,0.19,0.98,43.06,0,0,1,0,0,1,0
11.55,2.71,0.94,261.91,1,1,0,0,0,2,0
15.19,3.18,0.84,88.28,0,0,0,0,0,0,0
5.81,0.24,1.12,12.68,1,1,1,1,0,2,0
6.99,3.85,0.5,84.5,1,0,0,0,0,3,0
22.84,4.31,1.12,148.56,0,0,1,1,0,3,0
1.6,2.64,0.97,26.88,1,0,0,0,0,2,0
8.7,5.68,0.41,54.36,1,1,1,0,0,2,0
26.99,2.76,1.02,79.43,1,1,1,0,0,3,0
18.83,4.47,0.29,70.34,1,0,1,0,0,2,0
14.13,2.54,0.76,196.51,1,1,0,0,1,3,0
5.7,8.01,1.38,172.27,1,1,1,0,0,6,0
51.18,3.36,0.28,247.95,1,1,1,0,1,4,0
2.26,2.38,0.89,30.94,1,1,1,0,1,3,0
1.24,0.37,0.9,4.61,1,1,1,0,0,0,0
32.28,0.69,0.16,35.53,1,0,0,0,1,4,0
14.63,1.43,0.93,11.56,1,1,0,0,0,3,0
0.16,1.03,1.37,66.54,1,0,1,0,0,4,0
16.73,2.21,2.36,99.46,0,0,1,1,0,2,0
0.17,0.9,1.09,207.62,1,1,0,0,0,1,0
37.77,14.86,0.99,74.08,1,1,1,0,1,1,0
38.05,2.44,1.5,66.06,0,1,1,0,0,2,0
5.95,15.32,1.22,85.34,1,0,1,0,0,1,0
0.67,4.35,1.25,201.18,0,0,1,0,1,2,0
6.57,8.39,1.12,41.87,1,1,0,0,0,4,0
7.25,7.51,2.25,78.26,1,1,0,0,0,6,1
7.38,5.42,1.3,26.49,1,0,1,0,0,1,0
12.51,9.59,1.07,228.4,1,0,0,0,0,1,0
8.42,14.26,0.42,59.38,1,1,1,1,0,0,0
6.6,4.1,1.17,70.91,1,0,0,1,0,2,0
49.38,1.06,0.52,117.81,1,1,1,0,0,1,0
24.77,3.43,0.57,67.55,1,1,1,0,0,2,0
2.47,0.95,0.6,128.5,1,1,1,0,1,3,0
6.94,18.43,0.73,176.43,1,1,1,0,0,2,0
2.23,15.62,1.14,185.17,1,1,1,1,0,3,0
24.43,4.39,0.56,48.47,1,0,1,0,0,1,0
2.75,9.83,0.51,42.2,0,1,0,0,1,0,0
10.2,2.62,0.82,266.36,1,0,1,0,0,2,0
28.4,1.86,0.95,128.66,1,1,1,1,0,0,0
5.7,3.32,0.83,62.47,1,0,0,0,0,1,0
23.7,6.2,1.19,96.6,1,0,1,0,0,2,0
65.46,0.77,1.22,175.16,0,1,1,0,0,3,0
3.61,9.27,1.14,207.36,1,1,0,0,0,2,0
1.01,5.19,0.6,89.2,1,0,0,1,0,4,0
37.8,0.22,0.9,112.03,1,0,0,1,0,2,0
31.91,2.3,0.88,57.81,1,1,1,0,0,0,0
3.96,4.92,1.03,50.55,1,0,0,0,1,4,0
43.4,6.37,1.15,13.36,1,1,0,1,0,4,0
15.93,1.7,0.86,47.87,1,0,0,0,0,4,0
13.29,11.81,0.94,161.89,1,1,1,0,1,1,0
43.36,14.42,1.23,36.23,1,1,0,1,0,1,0
6.36,6.04,0.78,60.52,1,1,1,0,0,2,0
19.65,3.24,1.23,29.16,1,0,1,0,0,6,0
39.28,3.56,1.41,40.46,1,1,0,1,0,1,0
14.96,0.65,0.1,221.37,1,0,0,0,0,2,0
9.58,9.78,1.1,97.08,1,1,0,0,1,1,0
17.77,7.38,0.94,162.81,1,1,0,1,0,2,0
4.4,2.04,1.3,24.73,1,1,1,0,0,5,0
35.37,10.18,1.16,66.47,1,1,0,0,0,1,0
16.98,3.22,1.01,107.48,1,0,1,1,0,3,0
46.2,8.32,1.57,44.13,1,0,1,1,0,2,0
76.37,1.48,1.06,31.45,1,1,0,0,1,3,0
16.68,10.74,0.88,26.25,1,0,0,1,1,4,0
2.64,9.22,1.26,39.28,1,0,1,1,0,0,0
8.2,4.25,1.51,51.9,1,0,1,0,0,2,0
16.32,15.41,0.87,182.2,1,1,1,0,0,2,0
10.47,1.78,1.64,60.58,1,1,1,1,0,7,0
24.48,0.94,0.66,108.54,1,0,1,0,0,1,0
2.07,14.7,1.76,59.77,1,1,0,1,0,2,0
17.52,3.18,0.83,39.79,1,0,1,0,0,0,0
24.02,3.48,1.21,14.96,1,1,0,1,1,1,0
3.28,3.73,0.69,34.15,1,1,1,0,0,2,0
1.1,0.71,1.11,87.06,0,1,1,1,0,2,0
36.52,0.84,1.71,27.07,0,0,0,1,0,1,0
34.24,2.71,0.1,113.0,0,1,1,1,1,2,0
6.48,3.62,1.54,102.01,1,1,0,0,1,6,0
9.1,12.72,0.7,88.53,0,1,1,1,0,2,0
1.5,6.66,0.1,42.53,1,0,0,0,0,2,0
11.24,0.69,0.83,41.75,1,1,0,0,1,1,0
12.57,2.07,0.12,235.3,1,1,0,0,0,5,0
12.96,1.63,0.81,131.3,1,0,1,0,0,2,0
1.2,1.0,0.46,59.93,1,0,1,0,1,3,0
9.36,7.36,1.32,113.96,1,0,0,1,1,3,0
14.26,3.36,0.2,74.04,1,0,1,0,0,5,0
15.2,14.72,0.12,30.26,1,0,0,1,0,2,0
4.15,8.75,0.71,221.56,1,0,1,1,0,3,0
14.99,8.18,1.31,62.37,0,0,0,0,0,4,0
12.59,5.33,1.03,96.95,1,1,0,0,0,0,0
20.09,4.71,0.96,163.27,1,1,0,0,0,3,0
11.29,16.06,0.86,76.59,0,0,0,0,0,3,0
45.22,1.52,0.99,16.4,1,1,1,1,0,1,0
5.12,1.18,1.22,67.1,1,1,0,1,0,1,0
12.97,3.89,1.09,80.31,1,0,1,0,0,2,0
102.09,13.82,0.8,247.28,1,0,1,1,0,2,0
54.45,3.5,0.83,86.12,1,1,1,0,0,1,0
3.06,1.07,0.1,365.0,1,1,0,0,0,4,0
0.77,5.57,1.04,60.37,1,1,1,0,0,0,0
4.69,7.81,0.83,10.44,1,1,1,0,0,0,0
18.47,8.65,1.39,26.11,1,0,0,0,0,5,0
8.16,2.1,1.39,34.66,0,1,1,1,0,2,0
23.35,3.94,0.88,59.18,0,1,0,1,0,1,0
34.0,2.6,0.22,198.6,0,1,1,0,0,2,0
13.64,3.87,0.49,86.4,1,0,1,0,0,1,0
24.87,5.22,1.32,113.58,1,1,1,1,0,5,0
9.32,1.16,0.32,62.28,1,1,1,1,0,1,0
32.6,1.13,1.18,173.15,1,1,0,0,0,0,0
1.68,8.24,0.1,60.9,1,1,1,0,0,2,0
72.68,2.08,1.43,322.12,1,1,1,1,0,0,0
3.33,0.01,1.34,62.32,1,1,0,1,0,2,0
8.31,0.92,1.32,57.73,0,1,0,0,0,5,0
7.48,0.55,1.04,60.28,1,1,1,0,0,1,0
5.64,6.26,1.15,126.11,1,1,0,1,0,2,0
53.14,6.58,1.21,150.96,1,1,1,0,0,2,0
6.98,7.06,1.15,52.17,1,1,0,0,0,6,0
25.8,5.66,1.03,94.25,1,0,1,0,0,0,0
30.72,0.98,1.21,90.45,1,0,0,1,0,3,0
1.05,2.0,0.15,54.42,0,1,1,0,0,7,0
1.8,3.07,0.37,81.65,1,0,0,1,0,4,0
10.29,8.66,0.95,35.0,0,1,1,0,0,2,0
9.08,7.92,0.61,75.95,0,1,1,1,0,1,0
4.75,0.89,0.96,22.38,1,1,1,0,0,3,0
6.63,0.22,1.08,181.58,0,0,0,0,0,0,0
6.8,1.46,0.81,34.41,1,1,1,1,0,3,0
35.19,0.68,1.25,35.95,1,1,1,0,0,1,0
18.78,0.65,1.18,273.35,0,0,0,0,0,1,0
4.51,6.18,1.43,49.34,1,1,1,1,0,0,0
2.13,1.08,0.53,45.71,1,1,0,1,0,2,0
22.65,0.57,0.16,75.86,0,1,0,0,0,2,0
15.54,1.45,1.03,3.64,1,0,1,0,0,3,0
5.28,8.23,0.5,19.57,1,0,1,0,0,2,0
1.18,5.4,1.74,159.49,1,1,1,1,0,1,0
2.22,1.77,1.61,57.41,1,1,0,0,0,5,0
7.24,1.32,1.69,104.73,1,1,1,0,0,1,0
20.59,1.94,0.84,178.5,1,0,0,1,0,1,0
7.65,1.57,1.66,48.93,0,0,1,1,0,5,0
1.65,3.18,1.32,48.58,1,0,0,0,0,1,0
5.87,0.85,0.26,50.7,1,1,0,0,0,3,0
29.88,1.67,1.22,160.14,1,1,0,0,0,4,0
6.41,5.66,0.75,14.58,1,1,1,1,0,3,0
6.89,0.03,0.1,99.4,1,1,0,1,0,5,0
7.57,2.96,0.44,12.5,1,0,0,0,1,4,0
1.97,9.82,0.1,209.78,1,1,1,0,1,2,0
46.63,10.65,1.08,25.58,0,1,0,1,0,1,0
19.58,1.41,0.75,62.51,1,1,1,1,0,5,0
10.95,0.9,0.89,55.98,1,1,1,1,0,0,0
24.53,8.62,1.59,169.24,1,1,1,0,0,0,0
9.08,18.55,0.36,72.18,1,1,1,0,0,2,0
2.39,4.3,1.09,22.86,0,1,1,1,0,3,0
26.15,0.02,1.6,44.9,1,1,0,1,1,3,0
23.02,3.92,0.75,169.79,1,0,0,0,0,3,0
49.45,5.18,1.49,50.27,1,0,1,1,0,4,0
1.57,0.79,0.4,23.47,1,1,1,0,0,6,0
13.69,3.44,2.09,49.62,1,1,0,0,0,3,0
12.24,7.18,0.1,54.49,1,1,1,0,0,4,0
39.72,11.56,0.8,58.86,1,0,0,0,0,3,0
7.64,1.39,1.08,48.99,1,1,1,1,0,1,0
0.87,4.56,1.84,226.19,1,1,0,0,0,6,0
0.08,1.0,0.97,287.96,1,1,0,0,0,2,0
6.7,0.63,0.55,85.02,1,1,0,1,0,2,0
2.08,4.41,0.41,90.09,1,1,0,0,0,1,0
3.29,6.56,1.27,65.9,0,0,1,0,0,2,0
7.63,2.93,0.8,94.57,1,0,1,0,0,0,0
0.18,1.36,1.22,187.71,1,1,0,0,0,2,0
24.1,1.54,0.64,52.17,1,1,0,0,0,3,0
2.32,2.93,1.21,125.41,1,1,0,1,0,2,0
4.72,2.56,0.92,18.78,1,1,0,1,0,1,0
2.67,7.14,1.68,72.9,0,0,0,0,0,1,0
14.33,9.21,1.52,142.08,1,1,0,1,1,5,0
1.15,5.15,1.74,81.74,1,0,0,0,0,1,0
14.7,0.67,0.63,50.87,1,1,1,0,0,3,0
3.37,0.41,1.06,87.3,1,0,0,0,0,2,0
5.28,6.66,0.1,122.42,1,0,1,0,0,4,0
62.01,6.36,1.24,8.71,1,1,0,1,0,1,0
1.53,2.13,0.82,15.7,1,1,0,0,1,2,0
10.62,6.14,1.54,179.98,1,1,1,0,0,3,0
3.92,2.09,0.94,56.78,1,1,1,0,0,2,0
30.96,1.95,1.48,109.3,1,1,0,0,0,3,0
1.38,11.86,1.59,128.97,1,0,0,1,0,0,0
3.68,16.7,4.01,498.47,0,0,0,0,0,6,1
42.08,7.46,1.48,94.99,1,1,1,0,0,4,0
27.22,2.15,1.54,99.45,0,0,0,1,0,1,0
29.99,12.13,1.08,84.41,1,0,1,1,1,3,0
14.33,12.09,1.31,211.37,1,0,0,1,0,4,0
30.2,7.37,1.65,131.6,1,1,0,0,0,2,0
10.18,4.57,0.93,86.76,1,0,0,1,0,1,0
11.37,5.37,0.94,16.05,1,0,1,1,0,3,0
1.93,2.83,0.92,108.81,1,0,1,1,0,1,0
3.1,2.04,1.22,27.02,1,1,1,0,0,2,0
16.71,0.88,0.99,52.7,1,1,1,0,0,2,0
3.98,1.19,0.83,39.07,1,1,0,0,0,1,0
41.7,1.77,1.31,45.72,0,1,0,0,0,5,0
4.62,1.42,0.89,26.39,1,1,0,0,0,2,0
14.03,7.96,1.12,94.44,1,0,0,0,0,3,0
27.66,0.17,1.4,25.31,1,1,0,1,0,3,0
36.68,0.55,0.58,64.54,1,1,0,0,0,3,0
8.15,14.85,0.59,34.68,1,1,1,0,0,1,0
7.93,5.94,1.05,112.24,0,0,1,1,0,5,0
22.23,3.77,0.81,16.6,1,1,1,0,0,2,0
1.13,5.88,0.63,136.57,1,1,0,1,0,2,0
7.93,0.12,1.23,74.98,1,0,1,1,0,4,0
14.68,3.02,0.94,70.56,0,0,0,0,0,1,0
5.69,6.36,1.35,155.02,1,1,0,1,1,3,0
17.21,12.93,0.1,297.59,0,1,1,0,0,0,0
1.53,11.05,0.98,20.27,1,1,1,0,0,2,0
7.4,3.97,1.04,150.34,1,0,0,0,0,2,0
32.43,10.81,3.16,127.13,1,0,1,1,1,5,1
